        Date           B_uRWell:2:imon       B_uRWell:3:imon    B_HW_HVURWELL0_Sl04_Ch06:vmon B_HW_HVURWELL0_Sl04_Ch07:vmon
2026-05-18 10:22:21     -0.00000000175106   -0.0000000000591252                         50.34                          0.69
2026-05-18 10:22:22    0.0000000000422696   -0.0000000000567262                         50.34                          0.69
2026-05-18 10:22:23     0.000000000487026   -0.0000000000443583                         50.34                          0.69
2026-05-18 10:22:24     -0.00000000145007   -0.0000000000443583                         50.34                          0.69
2026-05-18 10:22:25      0.00000000105169   -0.0000000000385569                         50.34                          0.69
2026-05-18 10:22:26    -0.000000000566917   -0.0000000000385569                         50.34                          0.69
2026-05-18 10:22:27    -0.000000000566917    -0.000000000042218                         50.34                          0.69
2026-05-18 10:22:28    -0.000000000566917   -0.0000000000380915                         50.34                          0.69
2026-05-18 10:22:29    -0.000000000566917   -0.0000000000342367                         50.34                          0.69
2026-05-18 10:22:30      0.00000000046242   -0.0000000000303571                         50.34                          0.69
2026-05-18 10:22:31      0.00000000046242   -0.0000000000268964                         50.34                          0.69
2026-05-18 10:22:32      0.00000000046242   -0.0000000000249051                         50.34                          0.69
2026-05-18 10:22:33      0.00000000046242   -0.0000000000249051                         50.34                          0.69
2026-05-18 10:22:34     0.000000000603113   -0.0000000000227118                         50.34                          0.69
2026-05-18 10:22:35        0.000000001715   -0.0000000000168609                         50.34                          0.69
2026-05-18 10:22:36    -0.000000000107073   -0.0000000000193394                         50.34                          0.69
2026-05-18 10:22:37      0.00000000059772   -0.0000000000193394                         50.34                          0.69
2026-05-18 10:22:38    -0.000000000516755   -0.0000000000193394                         50.34                          0.69
2026-05-18 10:22:39     0.000000000562255   -0.0000000000161837                         50.34                          0.69
2026-05-18 10:22:40     -0.00000000104652    -0.000000000015143                         50.34                          0.69
2026-05-18 10:22:41      0.00000000126764  -0.00000000000552147                         50.34                          0.69
2026-05-18 10:22:42     -0.00000000060431  -0.00000000000967671                         50.34                          0.69
2026-05-18 10:22:43     0.000000000802019  -0.00000000000967671                         50.34                          0.69
2026-05-18 10:22:44    -0.000000000136807  -0.00000000000239877                         50.34                          0.69
2026-05-18 10:22:45    -0.000000000136807  -0.00000000000429547                         50.34                          0.69
2026-05-18 10:22:46    -0.000000000136807    0.0000000000136725                         50.34                          0.69
2026-05-18 10:22:47    -0.000000000136807   0.00000000000274382                         50.34                          0.69
2026-05-18 10:22:48    -0.000000000136807  -0.00000000000742612                         50.34                          0.69
2026-05-18 10:22:49    -0.000000000136807   0.00000000000479987                         50.34                          0.69
2026-05-18 10:22:50    -0.000000000136807 -0.000000000000689007                         50.34                          0.69
2026-05-18 10:22:51    -0.000000000136807  -0.00000000000451013                         50.34                          0.69
2026-05-18 10:22:52     0.000000000568494  -0.00000000000138804                         50.34                          0.69
2026-05-18 10:22:53     0.000000000419849   0.00000000000231618                         50.34                          0.69
2026-05-18 10:22:54     0.000000000999977 -0.000000000000930986                         50.34                          0.69
2026-05-18 10:22:55     -0.00000000206785 -0.000000000000930986                         50.34                          0.69
2026-05-18 10:22:56      0.00000000173206   -0.0000000000024377                         50.34                          0.69
2026-05-18 10:22:57      0.00000000173206  -0.00000000000560036                         50.34                          0.69
2026-05-18 10:22:58      0.00000000173206   -0.0000000000160938                         50.34                          0.69
2026-05-18 10:22:59      0.00000000173206   -0.0000000000160938                         50.34                          0.69
2026-05-18 10:23:00      0.00000000173206  -0.00000000000765179                         50.34                          0.69
2026-05-18 10:23:01      0.00000000173206  -0.00000000000765179                         50.34                          0.69
2026-05-18 10:23:02     -0.00000000207528  -0.00000000000909959                         50.34                          0.69
2026-05-18 10:23:03     0.000000000973079   -0.0000000000213386                         50.34                          0.69
2026-05-18 10:23:04     -0.00000000128407  -0.00000000000154868                         50.34                          0.69
2026-05-18 10:23:05     0.000000000163234   -0.0000000000128479                         50.34                          0.69
2026-05-18 10:23:06       0.0000000012162   -0.0000000000128479                         50.34                          0.69
2026-05-18 10:23:07     -0.00000000173626   -0.0000000000276264                         50.34                          0.69
2026-05-18 10:23:08     -0.00000000173626   0.00000000000432677                         50.34                          0.69
2026-05-18 10:23:09     -0.00000000173626  -0.00000000000391038                         50.34                          0.69
2026-05-18 10:23:10     -0.00000000173626   0.00000000000259808                         50.34                          0.69
2026-05-18 10:23:11     -0.00000000141661  -0.00000000000643047                         50.34                          0.69
2026-05-18 10:23:12     0.000000000676753  -0.00000000000415664                         50.34                          0.69
2026-05-18 10:23:13     0.000000000503518 -0.000000000000569138                         50.34                          0.69
2026-05-18 10:23:14   -0.0000000000443332   0.00000000000136918                         50.34                          0.69
2026-05-18 10:23:15   -0.0000000000443332    0.0000000000110465                         50.34                          0.69
2026-05-18 10:23:16   -0.0000000000443332   0.00000000000814576                         50.34                          0.69
2026-05-18 10:23:17     -0.00000000260919   0.00000000000211031                         50.34                          0.69
2026-05-18 10:23:18     -0.00000000260919    0.0000000000126125                         50.34                          0.69
2026-05-18 10:23:19     0.000000000160948   0.00000000000127053                         50.34                          0.69
2026-05-18 10:23:20      -0.0000000012013   0.00000000000669244                         50.34                          0.69
2026-05-18 10:23:21      -0.0000000012013   0.00000000000363619                         50.34                          0.69
2026-05-18 10:23:22      -0.0000000012013  -0.00000000000143227                         50.34                          0.69
2026-05-18 10:23:23      -0.0000000012013  -0.00000000000497574                         50.34                          0.69
2026-05-18 10:23:24    -0.000000000220645  -0.00000000000775514                         50.34                          0.69
2026-05-18 10:23:25    -0.000000000220645  -0.00000000000168057                         50.34                          0.69
2026-05-18 10:23:26    -0.000000000220645 -0.000000000000670252                         50.34                          0.69
2026-05-18 10:23:27     -0.00000000105618  -0.00000000000176701                         50.34                          0.69
2026-05-18 10:23:28      0.00000000146396    0.0000000000059878                         50.34                          0.69
2026-05-18 10:23:29      0.00000000146396  0.000000000000737915                         50.34                          0.69
2026-05-18 10:23:30      0.00000000146396   -0.0000000000051005                         50.34                          0.69
2026-05-18 10:23:31      0.00000000146396   0.00000000000715697                         50.34                          0.69
2026-05-18 10:23:32     0.000000000501942   0.00000000000715697                         50.34                          0.69
2026-05-18 10:23:33     0.000000000501942   0.00000000000314374                         50.34                          0.69
2026-05-18 10:23:34     0.000000000501942   0.00000000000613129                         50.34                          0.69
2026-05-18 10:23:35   -0.0000000000416346   0.00000000000213701                         50.34                          0.69
2026-05-18 10:23:36      0.00000000134621  -0.00000000000260344                         50.34                          0.69
2026-05-18 10:23:37     -0.00000000147477  -0.00000000000124697                         50.34                          0.69
2026-05-18 10:23:38   -0.0000000000885764  -0.00000000000316405                         50.34                          0.69
2026-05-18 10:23:39      0.00000000176557   0.00000000000411581                         50.34                          0.69
2026-05-18 10:23:40      0.00000000176557  -0.00000000000435112                         50.34                          0.69
2026-05-18 10:23:41      0.00000000176557   0.00000000000490341                         50.34                          0.69
2026-05-18 10:23:42      -0.0000000021912    0.0000000000095416                         50.34                          0.69
2026-05-18 10:23:43      0.00000000283774   0.00000000000131068                         50.34                          0.69
2026-05-18 10:23:44     -0.00000000294149  -0.00000000000115666                         50.34                          0.69
2026-05-18 10:23:45     -0.00000000294149  -0.00000000000350164                         50.34                          0.69
